0.209574 0.010467
0.310678 0.010869
0.420732 0.010413
0.529424 0.009929
0.629790 0.004880
0.730257 0.011737
0.830442 0.011046
0.930523 0.007387
1.039541 0.004515
1.139840 0.012009
1.249774 0.012361
1.359612 0.007324
1.469502 0.010572
1.570246 0.017748
1.679386 0.014367
1.779693 0.007478
1.890090 0.010827
1.999270 0.007020
2.099575 0.005924
2.200198 0.006785
2.301141 0.008952
2.409779 0.008502
2.509937 0.009125
2.610183 0.009900
2.711181 0.012607
2.819682 0.008428
2.920510 0.009970
3.031677 0.013586
3.139551 0.007726
3.240002 0.007321
3.349716 0.010634
3.460019 0.007199
3.569399 0.007266
3.669621 0.007112
3.779883 0.006050
3.879996 0.007031
3.989374 0.008180
4.091285 0.007063
4.200065 0.008633
4.309780 0.008681
4.419356 0.005005
4.530177 0.006916
4.639597 0.010982
4.739638 0.005960
4.850274 0.009037
4.960010 0.007467
5.069821 0.007479
5.170330 0.004755
5.271192 0.012582
5.380813 0.010368
5.489510 0.015139
5.590405 0.010145
5.699898 0.009447
5.809650 0.007229
5.909781 0.011780
6.009806 0.003484
6.120730 0.010210
6.229677 0.007871
6.329681 0.004334
6.439648 0.007985
6.539756 0.011152
6.639846 0.010683
6.749807 0.009505
6.850258 0.012315
6.959535 0.006673
7.059707 0.009830
7.170935 0.007375
7.279536 0.008671
7.380068 0.009649
7.481219 0.008190
7.590027 0.009844
7.699276 0.009435
7.799562 0.007278
7.909889 0.011017
8.019305 0.005863
8.119775 0.004054
8.230298 0.007256
8.339629 0.011077
8.440575 0.009132
8.549518 0.005903
8.650150 0.003175
8.759740 0.006314
8.860402 0.007487
8.970379 0.008815
9.080094 0.006557
9.189616 0.006365
9.291195 0.013294
9.399488 0.004347
9.499706 0.007046
9.610415 0.004284
9.710480 0.007210
9.821031 0.005966
9.929610 0.004805
10.039459 0.009279
10.149312 0.010706
10.249486 0.004676
10.349554 0.008283
10.450316 0.005533
10.559450 0.009701
10.669372 0.010521
10.779706 0.004532
10.889277 0.007913
10.999946 0.008102
11.100348 0.167172
11.201545 0.272477
11.309359 0.224919
11.410565 0.225519
11.519506 0.185494
11.621532 0.321248
11.732767 0.124596
11.840485 0.272989
11.949955 0.219262
12.050676 0.132805
12.159517 0.174291
12.260331 0.173666
12.360688 0.185534
12.461000 0.390863
12.569880 0.138217
12.670203 0.205390
12.779422 0.206069
12.879598 0.265391
12.979775 0.147458
13.090400 0.458094
13.190678 1.370564
13.301485 2.676346
13.409997 3.260365
13.511021 3.275542
13.619677 3.444978
13.730503 3.195519
13.840057 3.449099
13.949662 2.961182
14.049734 2.284450
14.150438 1.863706
14.251139 1.471039
14.359296 1.213636
14.460105 0.958183
14.561652 0.798789
14.670847 0.734894
14.779456 0.608614
14.879505 0.530134
14.981032 0.501676
15.089831 0.467239
15.191040 0.444847
15.299437 0.441123
15.399708 0.407859
15.509643 0.421081
15.610773 0.397639
15.720468 0.421891
15.829928 0.408297
15.939337 0.734361
16.039353 1.170262
16.139624 1.013085
16.240963 0.867400
16.349362 0.786639
16.449640 0.681502
16.549666 0.637861
16.649914 0.569991
16.759297 0.532488
16.859385 0.453912
16.959511 0.463876
17.060355 0.435345
17.160359 0.445285
17.269726 0.420517
17.370191 0.420433
17.479347 0.417562
17.579553 0.393531
17.679598 0.432259
17.789655 0.409807
17.900284 0.388186
18.009314 0.405468
18.119292 0.410800
18.219332 0.384271
18.319655 0.403770
18.429666 0.402557
18.539543 0.408867
18.649941 0.391795
18.750736 0.380424
18.859068 0.419056
18.959178 0.406287
19.060109 0.394198
19.169560 0.386356
